age,annual_income,monthly_expenses,employment_status,contract_type,existing_debt,requested_amount,term_months,credit_score,num_dependents,has_property,previous_defaults,debt_to_income_ratio,loan_to_income_ratio,loan_approved,max_loan_amount
45,81542.76,2799.14,employed,permanent,9914.61,95656.44,12,843,0,1,0,0.4362,1.1731,1,56186.22
55,52590.12,1719.12,employed,permanent,10176.28,220611.97,120,516,2,0,0,0.431,4.1949,0,1847.13
61,22076.32,758.3,part_time,permanent,4759.7,27775.35,84,370,2,0,0,0.4553,1.2582,0,378.48
56,35405.3,1474.14,retired,permanent,6077.5,116536.88,60,329,3,1,1,0.534,3.2915,0,260.03
41,3344.74,105.71,unemployed,permanent,887.15,3394.79,120,555,3,1,1,0.4323,1.015,0,150.83
61,55888.46,2057.22,employed,permanent,9558.24,209014.98,24,695,1,1,0,0.4759,3.7399,1,16766.54
31,81858.74,2429.7,self_employed,permanent,30986.12,184131.52,120,820,2,1,3,0.4319,2.2494,1,54184.92
61,66910.33,2084.09,employed,temporary,6984.6,339265.67,24,622,0,1,1,0.3946,5.0705,1,25388.46
32,70003.94,2711.66,employed,permanent,17567.41,342998.56,120,669,3,1,0,0.515,4.8997,1,21001.18
30,58422.7,2052.94,self_employed,temporary,14287.34,350045.82,24,455,3,0,0,0.4706,5.9916,0,813.14
35,52370.73,2195.48,employed,permanent,5898.51,100356.33,24,513,2,1,0,0.5256,1.9163,1,4713.37
27,68638.98,2552.16,employed,freelance,11303.13,57650.29,60,382,0,1,0,0.4791,0.8399,1,6177.51
59,22915.88,1014.51,retired,freelance,3350.06,67292.89,60,704,0,1,0,0.5605,2.9365,1,6737.27
59,3036.38,102.53,unemployed,permanent,209.51,2911.03,84,309,1,0,0,0.419,0.9587,0,229.31
64,37317.03,1311.89,employed,temporary,7124.5,55294.45,84,579,0,0,2,0.46,1.4817,0,405.93
21,31898.03,1287.86,self_employed,permanent,4933.51,120738.85,12,580,1,0,0,0.5154,3.7852,0,976.05
49,48386.08,1320.28,employed,freelance,3451.23,181772.94,24,389,1,0,2,0.3417,3.7567,0,3780.14
49,234.35,7.52,unemployed,temporary,42.17,1000.0,36,428,0,1,0,0.4211,4.2671,0,223.13
31,27080.19,1057.69,retired,permanent,4569.45,79506.79,120,608,3,0,0,0.5024,2.936,0,998.36
29,7859.72,170.36,unemployed,permanent,413.0,26850.4,48,784,3,0,0,0.2706,3.4162,1,3245.44
63,733.28,24.62,unemployed,permanent,38.48,1447.59,24,406,3,0,0,0.4134,1.9741,0,141.97
30,59020.52,2260.47,employed,permanent,15286.49,312586.69,84,804,0,1,2,0.5114,5.2962,1,31871.08
34,85220.98,4179.96,employed,temporary,24086.2,118119.91,60,582,1,1,0,0.6451,1.386,1,7669.89
35,78520.67,3644.38,employed,permanent,29560.85,148911.3,12,406,0,1,0,0.6323,1.8965,0,2485.7
36,51799.06,1503.29,employed,permanent,1802.7,70626.43,24,454,2,0,0,0.3552,1.3635,1,11250.76
45,11097.67,395.38,unemployed,permanent,523.2,12662.51,120,531,3,1,1,0.437,1.141,0,173.15
21,53130.56,1194.31,employed,permanent,1101.25,283418.89,12,748,2,0,0,0.2739,5.3344,1,84089.74
69,38988.35,1086.03,employed,permanent,8300.28,79077.16,36,679,1,1,0,0.3768,2.0282,1,28820.19
31,89673.08,3894.8,employed,contract,22337.44,401186.79,36,632,2,0,1,0.571,4.4739,0,4255.59
45,32010.52,782.02,part_time,permanent,5166.8,91354.92,36,375,0,0,3,0.3254,2.8539,0,2294.15
42,60626.3,1718.71,employed,temporary,19349.54,242341.76,36,560,0,0,0,0.404,3.9973,1,8730.19
37,88305.77,4271.17,self_employed,permanent,24255.81,494951.11,48,636,1,1,1,0.6354,5.605,0,4967.74
51,71917.54,3226.4,employed,permanent,28359.69,370040.43,12,529,1,0,1,0.6172,5.1453,0,863.04
68,45696.52,1994.04,employed,temporary,2520.53,40186.67,24,520,5,0,0,0.5347,0.8794,0,1394.58
57,46002.67,2118.4,employed,permanent,1073.07,236849.99,48,697,3,0,1,0.5573,5.1486,0,2289.33
66,5634.97,240.6,unemployed,permanent,619.4,16820.55,24,711,0,1,0,0.5344,2.985,0,62.99
22,111599.45,2717.49,self_employed,temporary,850.4,270718.11,60,700,0,0,0,0.2937,2.4258,1,145044.69
57,18369.77,659.47,retired,permanent,6852.74,77118.75,120,797,1,0,1,0.5054,4.1981,0,1200.8
22,78037.81,2636.93,employed,permanent,9487.89,446855.68,84,473,5,0,0,0.4298,5.7261,0,2513.81
49,38163.97,1141.43,employed,temporary,8433.17,38841.2,48,600,0,1,0,0.4031,1.0177,1,13313.12
20,22999.11,1038.63,part_time,temporary,2926.13,108657.54,84,402,4,1,0,0.5674,4.7244,0,461.84
49,70083.01,2408.8,employed,permanent,6890.8,113485.01,48,820,0,1,1,0.4321,1.6193,1,51393.27
64,90242.13,2038.75,self_employed,permanent,5499.89,233794.68,84,463,3,0,0,0.2833,2.5907,0,5379.93
51,20163.73,581.79,retired,permanent,2583.91,106989.29,120,304,3,1,1,0.3719,5.306,0,678.51
47,58023.2,1595.72,employed,permanent,14283.43,203191.18,84,477,3,0,0,0.3793,3.5019,1,10505.1
40,7006.05,327.31,unemployed,temporary,2722.89,6102.35,60,326,3,1,0,0.6383,0.871,0,94.52
65,38632.5,1534.36,employed,contract,8624.2,127265.77,84,460,0,1,1,0.5212,3.2943,0,512.54
32,42430.2,1577.45,employed,freelance,9041.18,205490.75,48,414,3,0,0,0.4887,4.843,0,873.89
46,71500.69,2546.18,employed,permanent,1008.53,243734.64,84,677,2,1,0,0.4301,3.4088,1,29987.39
55,37300.61,1484.38,retired,permanent,12534.48,52888.19,12,396,3,1,1,0.5447,1.4179,0,1009.07
26,43900.58,1881.16,employed,temporary,787.42,129406.88,120,435,1,0,0,0.5178,2.9477,0,1074.33
41,6422.87,237.66,unemployed,permanent,2328.24,35864.66,84,687,1,0,2,0.5165,5.5839,0,167.47
29,32991.92,1590.21,part_time,contract,7108.73,135930.73,36,463,2,0,2,0.6215,4.1201,0,206.23
58,26480.82,1306.15,self_employed,contract,1784.45,119544.37,120,714,0,0,0,0.6054,4.5144,1,8341.46
34,86050.21,4290.82,self_employed,freelance,15547.81,414990.11,120,435,3,1,0,0.6345,4.8227,0,2917.71
34,39050.77,1575.98,employed,permanent,15541.96,39004.45,84,457,0,1,0,0.5639,0.9988,1,3514.57
23,35354.72,1698.26,employed,permanent,4314.45,130757.7,24,697,0,1,0,0.6008,3.6985,1,10606.42
51,43286.0,1412.45,employed,contract,4665.53,111138.26,60,665,2,1,0,0.4131,2.5675,1,22569.32
42,65176.13,2991.9,self_employed,temporary,3076.47,82472.27,36,601,3,1,0,0.5603,1.2654,1,10558.53
25,30453.91,1442.02,part_time,freelance,7274.13,49180.1,48,648,2,1,0,0.616,1.6149,0,363.42
43,18481.07,872.38,part_time,permanent,659.6,88642.28,12,693,5,0,0,0.5736,4.7964,1,2772.16
39,41149.91,1854.48,retired,temporary,12608.47,57123.9,84,623,0,1,1,0.6021,1.3882,0,1133.85
56,33212.8,1085.81,retired,temporary,12211.99,73676.03,84,349,1,1,2,0.4658,2.2183,0,446.24
39,47888.25,1219.62,employed,permanent,17850.27,98975.6,48,623,1,0,0,0.3802,2.0668,1,17211.04
31,73853.48,2257.98,self_employed,temporary,3188.0,56680.11,60,813,0,1,0,0.3755,0.7675,1,89373.05
52,47506.19,2052.87,retired,temporary,10608.37,144507.72,48,762,0,1,0,0.5632,3.0419,1,17957.34
47,80787.08,2231.81,employed,permanent,3138.09,380718.33,12,374,0,1,0,0.3393,4.7126,1,23368.47
27,31469.95,1094.62,part_time,permanent,7200.53,19569.26,120,800,1,0,0,0.4632,0.6218,1,8496.89
20,53620.68,2001.35,employed,temporary,17479.93,60003.31,84,487,3,0,0,0.5131,1.119,0,1464.91
56,100378.33,3859.13,self_employed,permanent,21592.99,447790.41,120,428,2,0,0,0.5044,4.461,0,1566.19
41,2546.14,122.53,unemployed,contract,888.15,9585.44,48,792,1,1,2,0.6473,3.7647,0,71.27
25,28983.78,1163.03,part_time,permanent,9294.22,128510.08,120,396,0,1,0,0.5457,4.4339,1,1565.12
40,87161.14,3814.79,employed,permanent,9641.71,153889.25,48,664,0,0,0,0.5473,1.7656,1,21790.29
51,164.93,6.24,unemployed,freelance,41.57,1000.0,84,800,0,1,1,0.5044,6.0632,0,242.49
54,66834.57,3017.32,self_employed,freelance,198.15,209813.15,48,464,1,1,1,0.5423,3.1393,0,1732.75
34,70627.4,2014.54,employed,permanent,11188.56,272385.93,84,476,1,0,1,0.374,3.8567,0,4359.38
24,8421.31,226.99,unemployed,contract,801.57,8478.94,48,572,0,1,0,0.3425,1.0068,1,500.0
65,41728.34,1996.74,self_employed,permanent,15641.72,67920.12,120,626,5,1,3,0.6492,1.6277,0,1510.43
69,117357.41,4818.68,self_employed,permanent,19030.16,500000.0,12,698,1,0,1,0.5251,4.2605,1,26405.42
67,68839.6,2782.46,employed,permanent,18010.21,119195.52,24,710,0,1,2,0.5374,1.7315,0,6362.96
25,44038.73,1517.7,employed,permanent,12894.22,44431.29,36,363,1,1,3,0.4721,1.0089,0,925.8
44,26949.64,857.55,self_employed,contract,8335.12,101994.09,60,746,0,0,0,0.4437,3.7846,1,9558.77
65,78079.53,2892.14,employed,contract,22979.59,274344.21,120,640,1,1,0,0.5034,3.5137,1,14054.32
59,39383.76,958.99,employed,freelance,4555.36,151368.2,24,528,0,0,1,0.3153,3.8434,0,1906.29
48,15244.17,519.76,part_time,contract,4183.41,59462.63,12,804,0,1,1,0.464,3.9007,1,4939.11
26,79608.85,2715.85,self_employed,permanent,17482.41,258815.17,60,549,1,0,3,0.4533,3.2511,0,689.75
59,7242.07,264.59,unemployed,temporary,1730.49,23288.73,60,369,1,1,3,0.4862,3.2158,0,235.87
32,72778.79,2863.48,employed,freelance,23.71,406317.48,84,811,0,1,0,0.4722,5.5829,1,39300.55
57,56643.27,2761.65,employed,contract,5851.42,194646.07,84,644,3,0,0,0.6057,3.4363,1,8496.49
37,77564.43,3091.33,employed,contract,28875.18,302125.18,120,846,0,0,0,0.5527,3.8952,1,34903.99
21,88589.72,4129.05,employed,freelance,10279.1,174373.95,48,572,3,0,1,0.5825,1.9683,0,1727.88
27,50754.02,1880.89,self_employed,permanent,8892.42,268540.16,36,644,0,0,0,0.4797,5.291,1,6851.79
30,91787.72,3590.62,self_employed,contract,6853.75,58195.66,84,759,0,1,2,0.4844,0.634,1,44608.83
52,86065.78,1968.35,employed,contract,4771.57,306802.75,36,406,0,1,3,0.2855,3.5647,0,15857.9
57,72745.77,1798.29,employed,freelance,6071.91,189952.05,12,787,0,1,0,0.3133,2.6112,1,146681.66
67,72461.02,2734.71,employed,permanent,16047.14,276907.84,84,343,4,1,0,0.4972,3.8215,0,2235.65
46,47307.49,1531.58,employed,temporary,17390.78,117367.34,24,801,0,1,0,0.462,2.4809,1,25546.04
39,64432.16,2843.52,employed,temporary,8407.09,286548.08,48,724,1,0,0,0.5557,4.4473,1,22551.26
31,24938.03,914.63,part_time,permanent,3226.06,15257.66,36,348,2,1,0,0.466,0.6118,1,1346.65
62,91512.31,4261.44,self_employed,temporary,20650.32,250047.5,48,359,1,1,0,0.6039,2.7324,1,7412.5
50,119698.04,5888.31,self_employed,permanent,17080.56,500000.0,24,557,0,0,0,0.6189,4.1772,0,1991.0
46,36850.41,926.4,employed,permanent,13419.68,69135.2,60,413,2,0,0,0.3745,1.8761,1,6937.09
51,13500.35,436.72,part_time,permanent,2040.43,10667.03,24,648,0,1,0,0.4184,0.7901,1,2379.52
29,32405.26,1303.62,self_employed,temporary,6357.16,104697.58,60,697,3,0,0,0.522,3.2309,0,823.66
22,8915.75,265.18,unemployed,permanent,1902.23,52343.78,24,769,1,1,0,0.3996,5.8709,1,1933.51
64,42499.46,1216.41,employed,permanent,13294.98,36246.6,48,314,2,0,0,0.406,0.8529,0,1692.63
46,26316.39,1172.85,part_time,permanent,5935.99,23298.18,24,848,4,0,0,0.5799,0.8853,1,7105.43
54,30012.75,1483.46,retired,permanent,2871.08,113242.34,84,437,3,0,0,0.6123,3.7731,0,222.19
50,34920.84,1515.66,retired,permanent,1731.89,65489.58,36,564,3,1,1,0.5308,1.8754,0,869.14
34,46861.47,1692.04,employed,permanent,17578.2,129162.95,36,380,1,0,0,0.5083,2.7563,0,754.26
35,82635.86,2788.13,employed,temporary,26495.14,418781.13,12,602,0,1,3,0.469,5.0678,0,1939.19
32,67238.27,2459.11,employed,contract,617.66,107155.46,120,573,3,0,1,0.4407,1.5937,0,2739.14
68,86950.98,2985.27,employed,permanent,28573.1,387466.58,84,412,0,1,0,0.4777,4.4561,1,7825.59
54,39260.06,1393.77,retired,permanent,9274.76,128563.75,36,708,3,0,0,0.4733,3.2747,1,9618.71
30,41814.94,1119.28,employed,contract,8679.01,229031.6,36,664,2,0,0,0.3627,5.4773,1,28705.96
40,44397.87,2095.25,employed,permanent,217.18,259784.86,60,540,3,0,1,0.5673,5.8513,0,1196.21
30,89399.07,3829.91,employed,freelance,27923.41,283152.27,84,388,1,0,0,0.5766,3.1673,0,1210.85
49,74906.09,3048.32,employed,contract,5934.51,278317.98,48,571,0,1,0,0.5042,3.7156,1,6741.55
67,37710.33,1830.44,employed,permanent,10980.96,173547.99,48,554,2,0,1,0.6407,4.6021,0,1200.71
54,44039.9,1282.8,retired,permanent,279.53,99209.03,60,788,5,1,3,0.3508,2.2527,1,49674.89
41,64156.44,1488.46,self_employed,temporary,20436.49,112085.92,36,544,3,1,0,0.3421,1.7471,0,7610.38
57,51896.46,2331.66,employed,permanent,478.27,301298.83,24,398,3,0,1,0.541,5.8058,0,1212.04
50,43473.34,2171.66,employed,permanent,4102.02,125176.47,60,372,2,0,1,0.6183,2.8794,0,567.88
33,81194.72,3061.39,employed,permanent,8713.11,41307.78,48,587,0,0,0,0.4739,0.5087,0,2336.71
43,38511.28,868.38,employed,contract,2426.34,196694.46,12,510,3,0,0,0.2832,5.1075,0,4643.31
69,52534.37,2290.34,self_employed,temporary,10108.84,199533.57,48,833,0,0,0,0.5616,3.7982,1,21276.42
68,3676.59,84.5,unemployed,permanent,417.2,5246.76,24,382,0,1,1,0.2985,1.4271,0,225.97
51,1930.86,70.64,unemployed,temporary,767.16,1285.51,48,541,2,1,0,0.5185,0.6658,0,155.59
55,6098.22,176.41,unemployed,permanent,1414.71,12825.49,60,311,2,1,0,0.3935,2.1032,1,500.0
51,35643.64,1693.84,employed,temporary,8076.53,199724.82,12,816,0,0,1,0.6156,5.6034,0,7728.93
34,18922.44,643.31,part_time,permanent,1671.76,106612.84,48,415,0,1,0,0.4256,5.6342,0,235.83
62,52544.29,2471.61,retired,temporary,8589.72,116150.16,60,646,3,1,0,0.5972,2.2105,1,6620.58
54,19142.18,565.78,part_time,freelance,949.28,97579.57,120,319,4,1,0,0.3646,5.0976,0,524.88
22,54825.27,1761.61,employed,permanent,16722.35,160646.23,60,435,0,1,0,0.4466,2.9301,1,5269.8
35,22882.8,1108.85,part_time,permanent,3031.14,93794.22,120,745,2,1,1,0.608,4.0989,0,1754.35
24,38782.65,1035.69,retired,permanent,11665.29,90729.73,60,737,1,0,2,0.3806,2.3394,1,22690.18
40,47922.22,1806.97,retired,permanent,7125.0,159957.15,12,472,1,1,0,0.4822,3.3378,1,3019.1
29,45467.67,1462.46,employed,permanent,17982.6,96199.9,60,816,3,1,0,0.4651,2.1158,1,24552.54
38,10460.96,454.14,unemployed,contract,716.04,8746.71,12,458,1,0,0,0.5346,0.8361,0,212.45
44,29423.64,723.95,part_time,freelance,17.94,37267.39,84,704,2,0,0,0.2954,1.2666,1,25284.32
23,93651.78,3145.34,self_employed,permanent,22282.59,196547.9,120,811,2,0,1,0.4506,2.0987,1,37928.97
48,33246.43,1370.38,self_employed,temporary,12672.92,195136.46,24,303,2,1,0,0.5709,5.8694,0,460.99
38,12497.74,408.73,part_time,temporary,3234.69,72626.83,24,403,1,0,0,0.4442,5.8112,0,208.91
62,67670.7,1525.33,employed,temporary,2320.39,341882.42,24,672,1,1,0,0.2773,5.0521,1,90421.59
21,106997.73,4429.61,self_employed,permanent,23132.07,190325.77,84,581,3,0,0,0.54,1.7788,0,1440.08
29,67144.28,2384.29,employed,permanent,24426.74,196652.96,60,582,1,1,2,0.4989,2.9288,0,1811.56
62,16904.4,357.75,part_time,permanent,43.99,49340.66,12,776,2,1,1,0.2545,2.9188,1,26892.2
44,39978.59,1547.27,employed,permanent,2669.17,105077.84,84,534,0,1,1,0.4778,2.6284,1,3598.07
39,91461.66,4359.36,self_employed,contract,29800.46,68307.38,24,477,0,1,0,0.6371,0.7468,0,2094.23
67,93568.18,2252.33,self_employed,contract,33456.5,321865.23,36,637,4,0,1,0.3604,3.4399,0,11091.81
38,24383.67,928.07,retired,permanent,6897.27,21956.66,24,801,1,1,0,0.5133,0.9005,1,9217.03
42,27678.08,1164.86,self_employed,permanent,10977.79,135914.67,60,521,2,0,0,0.5844,4.9106,0,529.27
43,21390.52,489.79,part_time,freelance,771.91,92026.07,120,755,2,0,0,0.282,4.3022,1,25180.92
30,25402.53,545.98,part_time,temporary,5544.63,61983.53,84,658,3,0,0,0.3016,2.4401,1,15119.59
65,73830.13,2537.72,employed,contract,20229.3,299694.96,36,709,0,1,0,0.4673,4.0593,1,31008.65
53,79546.98,3492.88,employed,permanent,22357.31,141729.14,84,761,2,1,2,0.5831,1.7817,1,42955.37
47,68579.56,1750.22,employed,temporary,21766.73,134338.81,48,490,2,0,1,0.3697,1.9589,0,2287.77
24,41098.43,1859.1,employed,temporary,15085.2,91556.38,36,444,0,0,0,0.6162,2.2277,1,3082.38
24,89845.26,3592.33,self_employed,contract,12996.71,438765.06,48,643,0,1,0,0.5087,4.8836,1,14554.93
40,34636.06,1057.15,part_time,permanent,595.23,57454.38,36,456,1,1,0,0.3697,1.6588,1,4874.12
31,51506.63,1847.97,retired,permanent,7467.26,185181.62,12,607,1,1,1,0.4595,3.5953,1,6489.84
69,82941.79,4063.81,employed,permanent,22281.97,132919.95,36,427,3,0,0,0.6417,1.6026,0,2833.42
23,51619.36,1401.26,employed,contract,4407.39,106733.65,24,323,2,0,2,0.3428,2.0677,0,5911.29
68,96324.88,3410.2,self_employed,freelance,31208.22,172917.33,120,424,1,1,0,0.4896,1.7951,1,7802.32
61,105854.83,4133.37,self_employed,freelance,9305.25,428450.14,48,474,0,1,0,0.4862,4.0475,0,2025.03
39,72307.94,1797.49,employed,freelance,291.07,245630.74,48,400,0,1,0,0.2991,3.397,0,12984.87
57,27270.78,602.76,retired,permanent,5542.3,121822.54,84,350,1,0,1,0.3059,4.4671,0,871.8
44,33938.18,720.37,part_time,permanent,9861.91,58023.73,24,557,3,1,0,0.3128,1.7097,1,6861.49
33,59795.07,1812.0,employed,permanent,8363.07,32906.24,12,467,3,1,0,0.3916,0.5503,1,11667.21
30,22802.81,524.24,retired,permanent,6830.77,96747.82,36,404,3,0,1,0.3358,4.2428,0,531.61
51,41037.78,1817.01,employed,contract,7196.46,46442.32,12,334,2,0,0,0.5664,1.1317,0,779.61
30,7770.23,387.9,unemployed,freelance,533.7,14411.28,24,727,0,1,1,0.6128,1.8547,0,172.73
37,59074.03,1336.33,employed,permanent,2139.86,128856.64,120,638,0,0,0,0.2787,2.1813,1,39219.25
46,40196.61,1344.76,employed,temporary,11425.28,185202.32,36,452,4,0,0,0.4583,4.6074,1,3014.75
37,29028.39,626.54,part_time,freelance,4478.67,114441.67,24,805,1,1,2,0.2899,3.9424,0,14192.62
42,78962.88,1953.65,employed,permanent,28830.1,119507.15,48,379,3,0,1,0.3699,1.5135,1,15409.61
30,8704.99,263.34,unemployed,permanent,1881.17,32977.84,48,330,2,1,0,0.4062,3.7884,0,123.8
40,46124.35,1490.56,employed,permanent,6428.49,202707.94,48,524,3,0,1,0.4157,4.3948,0,1648.31
63,72937.65,3518.78,employed,permanent,10181.83,192477.69,60,508,0,1,0,0.6068,2.6389,0,2532.23
24,35589.75,1152.35,employed,temporary,1871.14,65938.59,60,479,2,0,0,0.3991,1.8527,1,5386.51
42,51781.17,1828.29,employed,permanent,12298.84,219262.46,48,718,2,1,1,0.4712,4.2344,1,21748.09
60,62888.05,1760.63,self_employed,permanent,14644.54,242741.68,120,796,2,1,0,0.3825,3.8599,1,71824.44
44,80938.58,1686.52,employed,freelance,25900.14,75152.84,60,604,3,1,1,0.314,0.9285,1,54196.47
60,62087.47,2922.08,self_employed,temporary,4996.72,258702.22,120,613,5,1,0,0.5809,4.1667,0,2592.73
29,26070.6,605.27,self_employed,permanent,3032.42,83083.06,60,633,0,0,0,0.3019,3.1868,1,13944.38
41,4228.16,207.0,unemployed,freelance,164.46,19633.58,84,363,1,1,0,0.5953,4.6435,0,193.63
38,62440.83,1539.14,employed,permanent,7376.56,96717.5,24,607,2,1,0,0.3194,1.5489,1,40596.53
20,33827.11,1301.52,part_time,permanent,5792.58,64954.49,84,339,2,0,0,0.496,1.9202,0,508.16
26,86756.89,4336.35,employed,contract,33454.44,302627.12,120,542,1,0,1,0.6769,3.4882,0,3084.35
23,44948.07,1117.94,employed,permanent,11741.62,141565.49,36,660,3,0,1,0.3507,3.1495,1,33553.73
20,45183.06,1500.0,employed,contract,14149.06,118605.96,48,544,2,0,0,0.461,2.625,0,1110.22
34,43985.98,1917.6,employed,permanent,5727.15,202475.53,84,444,1,0,0,0.5492,4.6032,0,1153.42
59,78390.71,1706.74,employed,permanent,4531.38,282687.37,84,329,0,0,1,0.2728,3.6061,0,12153.42
31,25572.09,1047.23,self_employed,temporary,2625.95,112683.29,60,727,1,0,0,0.512,4.4065,1,8055.21
41,41994.75,973.34,employed,permanent,4308.12,56394.85,24,681,5,1,0,0.2986,1.3429,1,50746.46
41,64587.78,1791.14,employed,contract,15064.85,291254.44,24,752,4,0,1,0.3794,4.5094,1,70103.58
69,2970.74,75.76,unemployed,temporary,405.77,9026.31,84,480,2,1,1,0.3333,3.0384,0,193.39
66,40079.61,1895.66,employed,freelance,13745.68,27483.54,36,797,3,0,1,0.6362,0.6857,0,2281.93
36,54793.29,1429.92,employed,contract,21666.24,98063.75,120,497,0,1,0,0.3922,1.7897,1,10632.09
48,50081.42,1102.43,employed,permanent,6877.15,32135.25,24,642,0,0,0,0.2916,0.6417,1,31310.9
65,6133.25,232.89,unemployed,contract,1729.72,18478.32,12,332,3,1,0,0.5121,3.0128,0,162.31
33,88857.85,2748.4,employed,temporary,23369.14,203692.29,12,633,1,0,2,0.4238,2.2923,0,8837.16
69,41836.76,1366.66,employed,temporary,3254.27,248132.68,48,533,2,1,2,0.4076,5.931,0,1836.95
39,60409.04,1468.3,self_employed,contract,22182.41,318764.77,84,847,3,1,0,0.3651,5.2768,1,79210.02
69,113538.58,4843.2,self_employed,temporary,9057.77,500000.0,36,829,1,0,3,0.5278,4.4038,0,10201.05
67,108302.94,4156.52,self_employed,permanent,31925.85,352649.65,84,727,1,0,1,0.5195,3.2561,0,11233.37
52,32588.03,1025.1,retired,temporary,4531.17,160951.67,12,565,0,1,0,0.4053,4.939,0,1582.66
62,73442.43,1897.58,employed,permanent,10783.74,144518.77,120,594,5,0,1,0.3394,1.9678,1,17692.28
34,39832.14,1519.29,employed,permanent,7256.6,142741.34,36,739,5,0,0,0.4941,3.5836,1,13941.25
31,74189.76,3230.4,employed,temporary,25655.06,197422.61,120,631,0,0,2,0.5917,2.661,0,5047.3
59,88507.18,2650.34,employed,permanent,4965.32,127661.03,48,450,3,0,0,0.3706,1.4424,1,17179.24
39,64561.85,1393.74,employed,permanent,1409.25,58065.24,24,600,2,0,1,0.2634,0.8994,1,45826.0
49,62416.96,1690.57,employed,permanent,10037.67,222841.1,24,644,0,1,0,0.3572,3.5702,1,32087.31
57,42795.27,1743.33,self_employed,temporary,951.51,44379.35,24,610,0,1,1,0.4933,1.037,0,1625.45
22,85209.88,4233.4,self_employed,permanent,23436.16,379100.21,12,482,0,0,0,0.6512,4.449,0,1670.01
47,67474.05,1432.03,employed,contract,20520.88,375700.68,120,446,0,1,1,0.3155,5.5681,0,9109.06
45,7823.2,232.84,unemployed,permanent,2674.63,10886.64,36,449,2,1,0,0.4255,1.3916,0,133.36
49,36434.58,824.96,employed,permanent,10840.63,112588.76,12,566,1,0,0,0.3312,3.0902,1,9225.24
32,65179.79,1959.32,employed,permanent,23891.04,297432.35,60,789,5,0,0,0.434,4.5633,1,38716.8
32,81518.81,2663.42,self_employed,temporary,24400.25,169364.96,36,430,0,1,0,0.4519,2.0776,1,6603.02
21,46414.16,2213.58,employed,permanent,17378.87,258257.89,48,446,2,1,0,0.6472,5.5642,0,1470.98
56,46458.31,1077.04,employed,freelance,3588.64,250250.5,120,674,1,1,0,0.2936,5.3866,1,57533.97
68,50192.0,2183.34,employed,freelance,10035.65,53738.01,12,784,0,0,0,0.562,1.0706,1,22586.4
57,28369.6,918.32,part_time,contract,11278.97,18460.06,24,803,3,1,3,0.468,0.6507,1,9191.75
21,7275.19,323.71,unemployed,freelance,1983.44,42709.16,24,803,1,0,0,0.5885,5.8705,0,233.14
55,81516.95,2918.92,employed,permanent,28649.66,469587.57,24,518,4,1,2,0.5,5.7606,0,1768.52
45,28939.37,636.06,retired,temporary,351.83,81683.42,12,794,4,0,1,0.2662,2.8226,1,42625.96
30,10944.82,530.07,unemployed,contract,3816.49,8516.15,120,845,3,1,0,0.6509,0.7781,1,1182.04
27,95652.09,2223.57,self_employed,temporary,26695.09,373408.12,12,310,0,1,0,0.3348,3.9038,1,25598.79
63,32615.43,1248.05,retired,freelance,2227.7,68941.05,24,560,5,1,0,0.4728,2.1138,1,2054.77
59,40239.41,1868.4,employed,contract,413.35,227432.2,24,370,0,0,0,0.5592,5.652,0,717.68
62,49134.1,1137.94,employed,freelance,5108.5,239314.54,24,463,4,0,0,0.2987,4.8706,1,14836.04
41,115892.98,4286.71,self_employed,permanent,42452.68,472004.97,60,560,2,1,0,0.5171,4.0728,1,9387.33
39,54484.52,2445.0,self_employed,contract,14561.16,112498.07,12,710,1,1,0,0.592,2.0648,1,20595.15
27,56340.59,2794.56,self_employed,temporary,20721.37,245474.67,24,715,2,1,1,0.6688,4.357,1,21296.74
48,43010.95,1804.72,self_employed,temporary,7675.75,89911.19,48,644,1,1,1,0.5392,2.0904,0,1861.2
59,30557.56,884.68,part_time,permanent,11448.42,21603.29,24,533,3,1,0,0.4223,0.707,1,2564.27
45,18339.82,756.29,part_time,contract,3396.24,60455.2,120,314,1,1,3,0.5319,3.2964,0,177.55
49,30219.56,1251.64,retired,freelance,2469.0,96332.86,12,653,1,0,0,0.5134,3.1878,1,5288.42
36,33330.88,1374.87,retired,permanent,2018.43,156539.57,48,782,1,1,1,0.5071,4.6965,0,2260.37
39,21975.75,1005.37,part_time,temporary,8735.9,115618.96,120,737,1,0,0,0.6285,5.2612,0,1407.01
35,57623.74,1347.35,employed,permanent,7695.37,141153.77,84,319,1,0,0,0.3073,2.4496,1,16656.14
65,62705.9,1504.66,employed,freelance,4014.51,186368.3,84,771,0,0,0,0.3008,2.9721,1,112419.14
62,79798.21,3153.47,employed,permanent,268.39,246353.22,84,461,2,1,0,0.4749,3.0872,1,7181.84
26,48313.55,2350.69,retired,permanent,5518.75,110311.07,120,333,1,0,0,0.6067,2.2832,0,966.93
35,100839.75,3470.93,self_employed,permanent,35863.3,462716.11,12,414,2,0,0,0.4842,4.5886,0,1193.9
64,1213.5,59.28,unemployed,temporary,259.21,4091.38,12,729,1,0,0,0.6289,3.3716,0,127.33
66,78982.33,3806.49,employed,permanent,19980.48,436516.13,120,320,3,0,0,0.6289,5.5268,0,2764.9
67,41613.85,1962.85,employed,temporary,15353.7,169647.57,12,466,3,1,1,0.6398,4.0767,0,1678.04
